datetime,open,high,low,close,volume
2024-01-22 12:44:00,193.78999,193.88000,193.78000,193.87500,54960
2024-01-22 12:43:00,193.78000,193.80830,193.71500,193.78999,64242
2024-01-22 12:42:00,193.87350,193.89000,193.77499,193.78500,166127
2024-01-22 12:41:00,193.81990,193.88000,193.81000,193.88000,65060
2024-01-22 12:40:00,193.81000,193.84000,193.75999,193.81860,48283
2024-01-22 12:39:00,193.76500,193.84000,193.74500,193.82001,58303
2024-01-22 12:38:00,193.78999,193.80000,193.72000,193.75000,59202
2024-01-22 12:37:00,193.72400,193.82001,193.70000,193.79500,75633
2024-01-22 12:36:00,193.58000,193.73000,193.58000,193.73000,67270
2024-01-22 12:35:00,193.57001,193.59000,193.53000,193.58000,154406
2024-01-22 12:34:00,193.53000,193.62000,193.50999,193.57010,68027
2024-01-22 12:33:00,193.64999,193.67500,193.50999,193.52499,82568
2024-01-22 12:32:00,193.69000,193.72000,193.63000,193.64990,96486
2024-01-22 12:31:00,193.62500,193.70000,193.61501,193.69000,141202
2024-01-22 12:30:00,193.66319,193.66319,193.59000,193.62601,42639
2024-01-22 12:29:00,193.66000,193.71001,193.63000,193.66750,38358
2024-01-22 12:28:00,193.59500,193.67999,193.57500,193.67000,79034
2024-01-22 12:27:00,193.56911,193.60001,193.55190,193.59500,32915
2024-01-22 12:26:00,193.60001,193.60001,193.52000,193.56000,47563
2024-01-22 12:25:00,193.59500,193.63010,193.56000,193.60001,32953
2024-01-22 12:24:00,193.67999,193.67999,193.59770,193.59770,42894
2024-01-22 12:23:00,193.71001,193.71001,193.62000,193.67999,53211
2024-01-22 12:22:00,193.64999,193.71500,193.64999,193.71500,69762
2024-01-22 12:21:00,193.65500,193.70000,193.61400,193.66000,66738
2024-01-22 12:20:00,193.58009,193.66499,193.58009,193.66000,71143
2024-01-22 12:19:00,193.53000,193.62990,193.53000,193.58501,54881
2024-01-22 12:18:00,193.55000,193.56000,193.47000,193.52000,42184
2024-01-22 12:17:00,193.56000,193.60001,193.51900,193.55000,67190
2024-01-22 12:16:00,193.55280,193.59000,193.50000,193.56010,69084
2024-01-22 12:15:00,193.50000,193.56000,193.47000,193.55991,68462
2024-01-22 12:14:00,193.41000,193.50999,193.35001,193.50999,130129
2024-01-22 12:13:00,193.40221,193.47000,193.39000,193.41991,85975
2024-01-22 12:12:00,193.32001,193.43990,193.31000,193.39999,100759
2024-01-22 12:11:00,193.14999,193.34000,193.14999,193.32190,108441
2024-01-22 12:10:00,193.11000,193.16170,193.03000,193.14500,93831
2024-01-22 12:09:00,193.20030,193.20030,193.08000,193.10400,99223
2024-01-22 12:08:00,193.27000,193.27000,193.17000,193.20000,81969
2024-01-22 12:07:00,193.36501,193.36501,193.10001,193.27000,137122
2024-01-22 12:06:00,193.53000,193.53870,193.37000,193.37000,194657
2024-01-22 12:05:00,193.73000,193.73000,193.50999,193.52000,180760
2024-01-22 12:04:00,193.68500,193.78000,193.64999,193.73000,50102
2024-01-22 12:03:00,193.75500,193.78500,193.64999,193.68500,59412
2024-01-22 12:02:00,193.79500,193.79500,193.74001,193.75500,38243
2024-01-22 12:01:00,193.77000,193.80000,193.74001,193.80000,56588
2024-01-22 12:00:00,193.72000,193.82001,193.71500,193.77000,126837
2024-01-22 11:59:00,193.64500,193.73000,193.62241,193.69000,56450
2024-01-22 11:58:00,193.72000,193.72000,193.60001,193.64011,160011
2024-01-22 11:57:00,193.61501,193.76500,193.60001,193.72501,97512
2024-01-22 11:56:00,193.60001,193.64500,193.55499,193.61501,58998
2024-01-22 11:55:00,193.56000,193.61000,193.53011,193.60500,71228
2024-01-22 11:54:00,193.50000,193.60001,193.48000,193.56700,108214
2024-01-22 11:53:00,193.41000,193.55000,193.40160,193.50000,76298
2024-01-22 11:52:00,193.48000,193.50000,193.37000,193.41910,59682
2024-01-22 11:51:00,193.45000,193.50999,193.42070,193.48579,47154
2024-01-22 11:50:00,193.50841,193.50999,193.41499,193.46001,50201
2024-01-22 11:49:00,193.46500,193.50000,193.41000,193.50000,68223
2024-01-22 11:48:00,193.32500,193.47000,193.32010,193.46780,76675
2024-01-22 11:47:00,193.28999,193.47501,193.27380,193.33000,76183
2024-01-22 11:46:00,193.23000,193.28900,193.17419,193.28900,85407
2024-01-22 11:45:00,193.33000,193.37000,193.22000,193.22000,92932
2024-01-22 11:44:00,193.61000,193.61000,193.32001,193.33000,102327
2024-01-22 11:43:00,193.61501,193.70000,193.60001,193.62000,69608
2024-01-22 11:42:00,193.50000,193.61000,193.44000,193.61000,80027
2024-01-22 11:41:00,193.27000,193.50000,193.25500,193.50000,59874
2024-01-22 11:40:00,193.45000,193.45000,193.23000,193.28000,173268
2024-01-22 11:39:00,193.51500,193.62000,193.45500,193.46001,59399
2024-01-22 11:38:00,193.60880,193.63000,193.50999,193.51500,64163
2024-01-22 11:37:00,193.59000,193.63989,193.50999,193.61501,66975
2024-01-22 11:36:00,193.77000,193.79311,193.56000,193.59000,165509
2024-01-22 11:35:00,193.76750,193.80499,193.73300,193.77000,79659
2024-01-22 11:34:00,193.74001,193.78000,193.70000,193.75999,111579
2024-01-22 11:33:00,193.77000,193.78000,193.70100,193.74001,56218
2024-01-22 11:32:00,193.72000,193.79100,193.72000,193.78000,180476
2024-01-22 11:31:00,193.80000,193.80750,193.71001,193.72000,80991
2024-01-22 11:30:00,193.78999,193.85500,193.78000,193.80499,84373
2024-01-22 11:29:00,193.87000,193.87000,193.75999,193.78000,167386
2024-01-22 11:28:00,193.92999,193.92999,193.83009,193.88000,75118
2024-01-22 11:27:00,193.91000,193.96761,193.84000,193.94000,80679
2024-01-22 11:26:00,193.84140,193.95500,193.84140,193.91080,81006
2024-01-22 11:25:00,193.85001,193.85500,193.75999,193.84740,59393
2024-01-22 11:24:00,193.85500,193.89780,193.82500,193.85500,65378
2024-01-22 11:23:00,193.79500,193.87500,193.78999,193.85001,66052
2024-01-22 11:22:00,193.64500,193.85001,193.64000,193.80600,79992
2024-01-22 11:21:00,193.62000,193.69000,193.62000,193.64999,55971
2024-01-22 11:20:00,193.70000,193.78000,193.61000,193.62500,59421
2024-01-22 11:19:00,193.72000,193.80000,193.67500,193.71001,95290
2024-01-22 11:18:00,193.69501,193.73000,193.64000,193.73000,77991
2024-01-22 11:17:00,193.78999,193.86000,193.67000,193.69971,92525
2024-01-22 11:16:00,193.86000,193.86501,193.77000,193.79401,89073
2024-01-22 11:15:00,193.89500,193.90900,193.80000,193.87000,100270
2024-01-22 11:14:00,193.98000,193.99001,193.88499,193.89500,98918
2024-01-22 11:13:00,193.87000,193.98320,193.87000,193.98000,97092
2024-01-22 11:12:00,193.89000,193.92000,193.82001,193.85500,305062
2024-01-22 11:11:00,193.78999,193.83990,193.72000,193.83501,96142
2024-01-22 11:10:00,193.64400,193.80000,193.57001,193.63000,15183
2024-01-22 11:09:00,193.53500,193.64500,193.50999,193.64500,65966
2024-01-22 11:08:00,193.55000,193.58000,193.46500,193.53500,79969
2024-01-22 11:07:00,193.77000,193.78999,193.55499,193.57001,123462
2024-01-22 11:06:00,193.69000,193.84000,193.69000,193.77000,141241
2024-01-22 11:05:00,193.39000,193.69000,193.39000,193.69000,158442
2024-01-22 11:04:00,193.30000,193.50000,193.30000,193.39870,158410
2024-01-22 11:03:00,193.37000,193.39999,193.23000,193.30000,117974
2024-01-22 11:02:00,193.37000,193.38000,193.14999,193.37450,199881
2024-01-22 11:01:00,193.32001,193.44000,193.28000,193.38000,167738
2024-01-22 11:00:00,193.44820,193.46500,193.27499,193.31100,191120
2024-01-22 10:59:00,193.42999,193.53999,193.39999,193.42500,144900
2024-01-22 10:58:00,193.61890,193.74001,193.41000,193.42999,187875
2024-01-22 10:57:00,193.56500,193.72450,193.31010,193.61501,314310
2024-01-22 10:56:00,193.73000,193.74989,193.46500,193.57001,325033
2024-01-22 10:55:00,193.83780,194.02000,193.71001,193.73000,211858
2024-01-22 10:54:00,193.96001,193.96899,193.82001,193.83000,172632
2024-01-22 10:53:00,194.03011,194.03999,193.94000,193.95500,116903
2024-01-22 10:52:00,193.88080,194.03999,193.88000,194.03000,153306
2024-01-22 10:51:00,193.93021,194.08000,193.87500,193.88300,221904
2024-01-22 10:50:00,193.98000,194.14000,193.92999,193.93600,324690
2024-01-22 10:49:00,194.03999,194.17999,193.95000,193.96500,329589
2024-01-22 10:48:00,194.23840,194.29100,194.03999,194.03999,295037
2024-01-22 10:47:00,194.61000,194.62000,194.20000,194.23880,377002
2024-01-22 10:46:00,194.82030,194.82500,194.57001,194.61000,303051
2024-01-22 10:45:00,195.07520,195.07520,194.81000,194.82001,228675
2024-01-22 10:44:00,195.19501,195.24001,195.05000,195.08000,107554
2024-01-22 10:43:00,195.06059,195.21500,195.03000,195.20000,171155
2024-01-22 10:42:00,195.23000,195.24001,195.02000,195.05569,131750
2024-01-22 10:41:00,195.25000,195.26401,195.09000,195.23000,239749
2024-01-22 10:40:00,195.23500,195.27000,195.16000,195.24049,339136
2024-01-22 10:39:00,195.23500,195.25999,195.14999,195.24001,235482
2024-01-22 10:38:00,195.11000,195.33000,195.10001,195.23280,466303
2024-01-22 10:37:00,194.87500,195.13000,194.87500,195.12000,228127
2024-01-22 10:36:00,194.99001,195.10001,194.85001,194.89000,715802
2024-01-22 10:35:00,194.98000,194.99001,194.91499,194.98500,177369
2024-01-22 10:34:00,194.92999,194.99001,194.83501,194.98000,237369
2024-01-22 10:33:00,194.84000,194.96500,194.80499,194.93500,212885
2024-01-22 10:32:00,194.63000,194.85001,194.61000,194.84000,221375
2024-01-22 10:31:00,194.72000,194.77000,194.57001,194.63000,211268
2024-01-22 10:30:00,194.77000,194.89500,194.67500,194.72000,208422
2024-01-22 10:29:00,194.86000,194.87000,194.74001,194.75000,310023
2024-01-22 10:28:00,194.79500,194.92999,194.77000,194.85001,200855
2024-01-22 10:27:00,194.92000,194.93990,194.78000,194.79500,163310
2024-01-22 10:26:00,194.93500,194.94000,194.87000,194.91000,153566
2024-01-22 10:25:00,194.87000,194.95000,194.85001,194.94000,210606
2024-01-22 10:24:00,194.71500,194.89000,194.67999,194.87500,172610
2024-01-22 10:23:00,194.74001,194.77000,194.61501,194.71130,122387
2024-01-22 10:22:00,194.75000,194.82001,194.63699,194.73300,155386
2024-01-22 10:21:00,194.64500,194.84500,194.64500,194.75000,185350
2024-01-22 10:20:00,194.63000,194.67999,194.52000,194.64500,140483
2024-01-22 10:19:00,194.75999,194.83000,194.59399,194.61501,171685
2024-01-22 10:18:00,194.78999,194.87500,194.73500,194.75500,141576
2024-01-22 10:17:00,194.83000,194.86000,194.71001,194.79500,149628
2024-01-22 10:16:00,194.71001,194.85600,194.71001,194.82800,124264
2024-01-22 10:15:00,194.74820,194.78999,194.65289,194.69501,103031
2024-01-22 10:14:00,194.69501,194.78999,194.63000,194.72900,113829
2024-01-22 10:13:00,194.64000,194.80000,194.63499,194.70000,159833
2024-01-22 10:12:00,194.54500,194.66010,194.50000,194.64000,114161
2024-01-22 10:11:00,194.62010,194.62500,194.46001,194.54500,145182
2024-01-22 10:10:00,194.72000,194.78000,194.58000,194.61000,115874
2024-01-22 10:09:00,194.64000,194.74989,194.63000,194.70000,125956
2024-01-22 10:08:00,194.67000,194.70000,194.53999,194.64000,92650
2024-01-22 10:07:00,194.64999,194.69000,194.57001,194.66479,88518
2024-01-22 10:06:00,194.50000,194.74001,194.46800,194.64000,173075
2024-01-22 10:05:00,194.42000,194.50000,194.30000,194.49001,191141
2024-01-22 10:04:00,194.67000,194.75990,194.41029,194.41029,286668
2024-01-22 10:03:00,194.62000,194.68840,194.53000,194.65500,137658
2024-01-22 10:02:00,194.87000,194.89999,194.59190,194.63000,294204
2024-01-22 10:01:00,194.72000,194.86000,194.56000,194.86000,296757
2024-01-22 10:00:00,194.46001,194.72000,194.46001,194.71899,276958
2024-01-22 09:59:00,194.53000,194.53000,194.39000,194.46001,131011
2024-01-22 09:58:00,194.38400,194.52000,194.32471,194.52000,175158
2024-01-22 09:57:00,194.50999,194.53000,194.32001,194.39000,157667
2024-01-22 09:56:00,194.49001,194.63000,194.45000,194.50999,161220
2024-01-22 09:55:00,194.50000,194.55000,194.42500,194.49500,122676
2024-01-22 09:54:00,194.37500,194.53999,194.28000,194.50000,230837
2024-01-22 09:53:00,194.50999,194.50999,194.38000,194.38000,143741
2024-01-22 09:52:00,194.68500,194.68500,194.46271,194.50999,169668
2024-01-22 09:51:00,194.63000,194.72000,194.56500,194.69000,243539
2024-01-22 09:50:00,194.49001,194.63000,194.47000,194.62500,179400
2024-01-22 09:49:00,194.57201,194.57201,194.41000,194.50999,239127
2024-01-22 09:48:00,194.42000,194.61380,194.36501,194.57001,344594
2024-01-22 09:47:00,194.02000,194.48000,194.00999,194.41000,386064
2024-01-22 09:46:00,193.83501,194.00999,193.83000,194.00999,200625
2024-01-22 09:45:00,193.86000,193.92999,193.72000,193.84000,310586
2024-01-22 09:44:00,194.02000,194.03999,193.82001,193.86000,233749
2024-01-22 09:43:00,194.00999,194.04500,193.78999,194.01990,263342
2024-01-22 09:42:00,193.95760,194.10001,193.88000,194.03000,382767
2024-01-22 09:41:00,194.26759,194.26759,193.94000,193.95000,359108
2024-01-22 09:40:00,194.25999,194.36000,194.24001,194.25999,360057
2024-01-22 09:39:00,193.95000,194.30000,193.92000,194.26100,370035
2024-01-22 09:38:00,193.97000,194.14920,193.92999,193.95399,412509
2024-01-22 09:37:00,193.72000,193.98000,193.70000,193.96899,277537
2024-01-22 09:36:00,193.75999,193.81000,193.64000,193.70000,219737
2024-01-22 09:35:00,193.81000,193.93500,193.71080,193.74001,275575
2024-01-22 09:34:00,193.46001,193.81000,193.36000,193.81000,340548
2024-01-22 09:33:00,193.25000,193.47000,193.23000,193.46001,317823
2024-01-22 09:32:00,192.80009,193.36000,192.78999,193.25000,451415
2024-01-22 09:31:00,192.45930,192.85001,192.44000,192.81000,309302
2024-01-22 09:30:00,192.42999,192.53000,192.25999,192.42999,1924323
